,0,1,2,3,4,5
128197,1497649,Solar Quartz Technologies Corp,10-Q,2018-01-17,edgar/data/1497649/0001640334-18-000122.txt,edgar/data/1497649/0001640334-18-000122-index.html
128198,1497649,Solar Quartz Technologies Corp,10-Q,2018-01-17,edgar/data/1497649/0001640334-18-000124.txt,edgar/data/1497649/0001640334-18-000124-index.html
128199,1497649,Solar Quartz Technologies Corp,10-Q,2018-01-17,edgar/data/1497649/0001640334-18-000126.txt,edgar/data/1497649/0001640334-18-000126-index.html
128200,1497649,Solar Quartz Technologies Corp,10-Q,2018-01-17,edgar/data/1497649/0001640334-18-000128.txt,edgar/data/1497649/0001640334-18-000128-index.html
128201,1497649,Solar Quartz Technologies Corp,10-Q,2018-02-14,edgar/data/1497649/0001640334-18-000311.txt,edgar/data/1497649/0001640334-18-000311-index.html
128346,1498232,"TripBorn, Inc.",10-Q,2018-02-12,edgar/data/1498232/0001214659-18-001101.txt,edgar/data/1498232/0001214659-18-001101-index.html
128385,1498301,"Ascena Retail Group, Inc.",10-Q,2018-03-05,edgar/data/1498301/0001498301-18-000012.txt,edgar/data/1498301/0001498301-18-000012-index.html
128418,1498382,"DelMar Pharmaceuticals, Inc.",10-Q,2018-02-14,edgar/data/1498382/0001213900-18-001883.txt,edgar/data/1498382/0001213900-18-001883-index.html
129008,1500242,UBI Blockchain Internet LTD-DE,10-Q,2018-01-16,edgar/data/1500242/0001493152-18-000577.txt,edgar/data/1500242/0001493152-18-000577-index.html
129021,1500305,Sustainable Projects Group Inc.,10-Q,2018-01-22,edgar/data/1500305/0001493152-18-000829.txt,edgar/data/1500305/0001493152-18-000829-index.html
129035,1500375,"Home Federal Bancorp, Inc. of Louisiana",10-Q,2018-02-09,edgar/data/1500375/0000927089-18-000049.txt,edgar/data/1500375/0000927089-18-000049-index.html
129142,1501078,Oconee Federal Financial Corp.,10-Q,2018-02-13,edgar/data/1501078/0001387131-18-000571.txt,edgar/data/1501078/0001387131-18-000571-index.html
129584,1502152,"AngioSoma, Inc.",10-Q,2018-02-15,edgar/data/1502152/0001161697-18-000087.txt,edgar/data/1502152/0001161697-18-000087-index.html
129650,1502377,"Contango ORE, Inc.",10-Q,2018-01-31,edgar/data/1502377/0001437749-18-001352.txt,edgar/data/1502377/0001437749-18-001352-index.html
129679,1502557,"CX Network Group, Inc.",10-Q,2018-02-12,edgar/data/1502557/0001477932-18-000771.txt,edgar/data/1502557/0001477932-18-000771-index.html
129698,1502659,LED Lighting Co,10-Q,2018-03-06,edgar/data/1502659/0001078782-18-000274.txt,edgar/data/1502659/0001078782-18-000274-index.html
129721,1502756,ZAYO GROUP LLC,10-Q,2018-02-08,edgar/data/1502756/0001558370-18-000481.txt,edgar/data/1502756/0001558370-18-000481-index.html
129754,1502966,"DigiPath,Inc.",10-Q,2018-02-12,edgar/data/1502966/0001493152-18-001810.txt,edgar/data/1502966/0001493152-18-001810-index.html
129842,1503161,Go Eco Group,10-Q,2018-02-12,edgar/data/1503161/0001721716-18-000022.txt,edgar/data/1503161/0001721716-18-000022-index.html
130221,1504389,"Rich Pharmaceuticals, Inc.",10-Q,2018-02-20,edgar/data/1504389/0001662252-18-000036.txt,edgar/data/1504389/0001662252-18-000036-index.html
130239,1504461,NGL Energy Partners LP,10-Q,2018-02-09,edgar/data/1504461/0001504461-18-000010.txt,edgar/data/1504461/0001504461-18-000010-index.html
130283,1504619,PennantPark Floating Rate Capital Ltd.,10-Q,2018-02-08,edgar/data/1504619/0001564590-18-001680.txt,edgar/data/1504619/0001564590-18-001680-index.html
130323,1504678,"Loop Industries, Inc.",10-Q,2018-01-12,edgar/data/1504678/0001477932-18-000198.txt,edgar/data/1504678/0001477932-18-000198-index.html
130395,1504876,5V Inc.,10-Q,2018-02-20,edgar/data/1504876/0001213900-18-002114.txt,edgar/data/1504876/0001213900-18-002114-index.html
130487,1505367,Apollo Acquisition Corp,10-Q,2018-02-20,edgar/data/1505367/0001078782-18-000202.txt,edgar/data/1505367/0001078782-18-000202-index.html
130696,1506251,"Citius Pharmaceuticals, Inc.",10-Q,2018-02-14,edgar/data/1506251/0001213900-18-001880.txt,edgar/data/1506251/0001213900-18-001880-index.html
130905,1506814,JPX Global Inc.,10-Q,2018-03-29,edgar/data/1506814/0001391609-18-000062.txt,edgar/data/1506814/0001391609-18-000062-index.html
130940,1506929,"VERDE RESOURCES, INC.",10-Q,2018-02-12,edgar/data/1506929/0001640334-18-000272.txt,edgar/data/1506929/0001640334-18-000272-index.html
130991,1507181,Mountain High Acquisitions Corp.,10-Q,2018-02-07,edgar/data/1507181/0001554795-18-000034.txt,edgar/data/1507181/0001554795-18-000034-index.html
131233,1507964,Corvus Gold Inc.,10-Q,2018-01-11,edgar/data/1507964/0001171843-18-000323.txt,edgar/data/1507964/0001171843-18-000323-index.html
131321,1508348,"AmeriCann, Inc.",10-Q,2018-02-20,edgar/data/1508348/0001437749-18-002864.txt,edgar/data/1508348/0001437749-18-002864-index.html
131340,1508381,Bionik Laboratories Corp.,10-Q,2018-02-13,edgar/data/1508381/0001144204-18-007927.txt,edgar/data/1508381/0001144204-18-007927-index.html
131519,1509261,"Rezolute, Inc.",10-Q,2018-02-14,edgar/data/1509261/0001144204-18-008930.txt,edgar/data/1509261/0001144204-18-008930-index.html
131730,1509786,"Inspired Builders, Inc.",10-Q,2018-01-26,edgar/data/1509786/0001213900-18-000914.txt,edgar/data/1509786/0001213900-18-000914-index.html
132461,1511737,"Ubiquiti Networks, Inc.",10-Q,2018-02-08,edgar/data/1511737/0001511737-18-000005.txt,edgar/data/1511737/0001511737-18-000005-index.html
132485,1511820,Globe Net Wireless Corp.,10-Q,2018-01-16,edgar/data/1511820/0001493152-18-000590.txt,edgar/data/1511820/0001493152-18-000590-index.html
132606,1512077,Global Eagle Entertainment Inc.,10-Q,2018-01-31,edgar/data/1512077/0001512077-18-000007.txt,edgar/data/1512077/0001512077-18-000007-index.html
132607,1512077,Global Eagle Entertainment Inc.,10-Q,2018-01-31,edgar/data/1512077/0001512077-18-000009.txt,edgar/data/1512077/0001512077-18-000009-index.html
132608,1512077,Global Eagle Entertainment Inc.,10-Q,2018-01-31,edgar/data/1512077/0001512077-18-000011.txt,edgar/data/1512077/0001512077-18-000011-index.html
132680,1512228,NIOCORP DEVELOPMENTS LTD,10-Q,2018-02-09,edgar/data/1512228/0001615774-18-000990.txt,edgar/data/1512228/0001615774-18-000990-index.html
132933,1512922,"PetVivo Holdings, Inc.",10-Q,2018-01-26,edgar/data/1512922/0001493152-18-001075.txt,edgar/data/1512922/0001493152-18-001075-index.html
132934,1512922,"PetVivo Holdings, Inc.",10-Q,2018-02-26,edgar/data/1512922/0001493152-18-002600.txt,edgar/data/1512922/0001493152-18-002600-index.html
133321,1514131,United Community Bancorp,10-Q,2018-02-12,edgar/data/1514131/0001213900-18-001596.txt,edgar/data/1514131/0001213900-18-001596-index.html
133559,1514743,"IF Bancorp, Inc.",10-Q,2018-02-09,edgar/data/1514743/0001193125-18-037703.txt,edgar/data/1514743/0001193125-18-037703-index.html
133839,1516079,CLOUD SECURITY CORP.,10-Q,2018-01-18,edgar/data/1516079/0001683168-18-000171.txt,edgar/data/1516079/0001683168-18-000171-index.html
133984,1516805,"Moxian, Inc.",10-Q,2018-02-14,edgar/data/1516805/0001144204-18-008880.txt,edgar/data/1516805/0001144204-18-008880-index.html
134014,1516887,"Wellness Center USA, Inc.",10-Q,2018-02-28,edgar/data/1516887/0001078782-18-000242.txt,edgar/data/1516887/0001078782-18-000242-index.html
134292,1517389,"Jubilant Flame International, Ltd",10-Q,2018-01-10,edgar/data/1517389/0001477932-18-000129.txt,edgar/data/1517389/0001477932-18-000129-index.html
134310,1517401,Peak Resorts Inc,10-Q,2018-03-08,edgar/data/1517401/0001517401-18-000009.txt,edgar/data/1517401/0001517401-18-000009-index.html
134389,1517681,"Propanc Biopharma, Inc.",10-Q,2018-02-09,edgar/data/1517681/0001493152-18-001696.txt,edgar/data/1517681/0001493152-18-001696-index.html
134667,1518487,China Xuefeng Environmental Engineering Inc.,10-Q,2018-01-09,edgar/data/1518487/0001096906-18-000020.txt,edgar/data/1518487/0001096906-18-000020-index.html
134827,1518720,Force Protection Video Equipment Corp.,10-Q,2018-02-28,edgar/data/1518720/0001511164-18-000119.txt,edgar/data/1518720/0001511164-18-000119-index.html
134988,1519405,CURRENCYSHARES CHINESE RENMINBI TRUST,10-Q,2018-03-12,edgar/data/1519405/0001193125-18-079374.txt,edgar/data/1519405/0001193125-18-079374-index.html
135110,1519820,Jobbot Inc.,10-Q,2018-01-19,edgar/data/1519820/0001477932-18-000327.txt,edgar/data/1519820/0001477932-18-000327-index.html
135207,1520118,"INTEGRATED VENTURES, INC.",10-Q,2018-02-14,edgar/data/1520118/0001477932-18-000827.txt,edgar/data/1520118/0001477932-18-000827-index.html
135397,1520592,Lotus Biotech Development Corp.,10-Q,2018-02-13,edgar/data/1520592/0001511164-18-000078.txt,edgar/data/1520592/0001511164-18-000078-index.html
135676,1521420,PROTO SCRIPT PHARMACEUTICAL CORP,10-Q,2018-01-17,edgar/data/1521420/0001640334-18-000110.txt,edgar/data/1521420/0001640334-18-000110-index.html
135677,1521420,PROTO SCRIPT PHARMACEUTICAL CORP,10-Q,2018-03-08,edgar/data/1521420/0001640334-18-000434.txt,edgar/data/1521420/0001640334-18-000434-index.html
135697,1521466,APEX 2 INC.,10-Q,2018-02-20,edgar/data/1521466/0001477932-18-000923.txt,edgar/data/1521466/0001477932-18-000923-index.html
135698,1521466,APEX 2 INC.,10-Q,2018-02-20,edgar/data/1521466/0001477932-18-000924.txt,edgar/data/1521466/0001477932-18-000924-index.html
135699,1521466,APEX 2 INC.,10-Q,2018-02-20,edgar/data/1521466/0001477932-18-000925.txt,edgar/data/1521466/0001477932-18-000925-index.html
135832,1522222,"CLS Holdings USA, Inc.",10-Q,2018-01-12,edgar/data/1522222/0001185185-18-000051.txt,edgar/data/1522222/0001185185-18-000051-index.html
135990,1522787,"Cyberfort Software, Inc.",10-Q,2018-02-12,edgar/data/1522787/0001477932-18-000776.txt,edgar/data/1522787/0001477932-18-000776-index.html
135991,1522787,"Cyberfort Software, Inc.",10-Q,2018-02-20,edgar/data/1522787/0001477932-18-000955.txt,edgar/data/1522787/0001477932-18-000955-index.html
135992,1522787,"Cyberfort Software, Inc.",10-Q,2018-02-20,edgar/data/1522787/0001477932-18-000957.txt,edgar/data/1522787/0001477932-18-000957-index.html
136587,1524829,Global Seed Corp,10-Q,2018-02-13,edgar/data/1524829/0001552781-18-000094.txt,edgar/data/1524829/0001552781-18-000094-index.html
136777,1525306,First America Resources Corp,10-Q,2018-02-02,edgar/data/1525306/0001477932-18-000624.txt,edgar/data/1525306/0001477932-18-000624-index.html
137100,1526689,"Generation NEXT Franchise Brands, Inc.",10-Q,2018-02-14,edgar/data/1526689/0001640334-18-000329.txt,edgar/data/1526689/0001640334-18-000329-index.html
137499,1527702,"PURESNAX INTERNATIONAL, INC.",10-Q,2018-02-20,edgar/data/1527702/0001078782-18-000194.txt,edgar/data/1527702/0001078782-18-000194-index.html
137528,1527728,"DanDrit Biotech USA, Inc.",10-Q,2018-02-09,edgar/data/1527728/0001213900-18-001473.txt,edgar/data/1527728/0001213900-18-001473-index.html
137563,1527844,"Capital Art, Inc.",10-Q,2018-03-02,edgar/data/1527844/0001663577-18-000115.txt,edgar/data/1527844/0001663577-18-000115-index.html
137564,1527844,"Capital Art, Inc.",10-Q,2018-03-02,edgar/data/1527844/0001663577-18-000117.txt,edgar/data/1527844/0001663577-18-000117-index.html
137565,1527844,"Capital Art, Inc.",10-Q,2018-03-02,edgar/data/1527844/0001663577-18-000119.txt,edgar/data/1527844/0001663577-18-000119-index.html
137706,1528308,"IONIX TECHNOLOGY, INC.",10-Q,2018-02-14,edgar/data/1528308/0001214659-18-001189.txt,edgar/data/1528308/0001214659-18-001189-index.html
137738,1528396,"Guidewire Software, Inc.",10-Q,2018-03-07,edgar/data/1528396/0001528396-18-000019.txt,edgar/data/1528396/0001528396-18-000019-index.html
137863,1528697,Apawthecary Pets USA,10-Q,2018-01-22,edgar/data/1528697/0001477932-18-000395.txt,edgar/data/1528697/0001477932-18-000395-index.html
138330,1530163,"Darkstar Ventures, Inc.",10-Q,2018-03-20,edgar/data/1530163/0001558891-18-000024.txt,edgar/data/1530163/0001558891-18-000024-index.html
138334,1530185,AMERITEK VENTURES,10-Q,2018-01-22,edgar/data/1530185/0001530185-18-000002.txt,edgar/data/1530185/0001530185-18-000002-index.html
138383,1530425,"Lash, Inc.",10-Q,2018-02-21,edgar/data/1530425/0001477932-18-000974.txt,edgar/data/1530425/0001477932-18-000974-index.html
138407,1530721,Michael Kors Holdings Ltd,10-Q,2018-02-13,edgar/data/1530721/0001530721-18-000007.txt,edgar/data/1530721/0001530721-18-000007-index.html
138523,1530950,"Post Holdings, Inc.",10-Q,2018-02-02,edgar/data/1530950/0001530950-18-000031.txt,edgar/data/1530950/0001530950-18-000031-index.html
138928,1532390,ALKALINE WATER Co INC,10-Q,2018-02-20,edgar/data/1532390/0001062993-18-000926.txt,edgar/data/1532390/0001062993-18-000926-index.html
139127,1533030,AFC BUILDING TECHNOLOGIES INC.,10-Q,2018-01-22,edgar/data/1533030/0001062993-18-000275.txt,edgar/data/1533030/0001062993-18-000275-index.html
139128,1533030,AFC BUILDING TECHNOLOGIES INC.,10-Q,2018-01-22,edgar/data/1533030/0001062993-18-000276.txt,edgar/data/1533030/0001062993-18-000276-index.html
139129,1533030,AFC BUILDING TECHNOLOGIES INC.,10-Q,2018-01-22,edgar/data/1533030/0001062993-18-000277.txt,edgar/data/1533030/0001062993-18-000277-index.html
139204,1533357,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,10-Q,2018-03-13,edgar/data/1533357/0001096906-18-000134.txt,edgar/data/1533357/0001096906-18-000134-index.html
139216,1533427,"Pazoo, Inc.",10-Q,2018-02-07,edgar/data/1533427/0001127855-18-000006.txt,edgar/data/1533427/0001127855-18-000006-index.html
140087,1535635,Service Team Inc.,10-Q,2018-01-19,edgar/data/1535635/0001079973-18-000043.txt,edgar/data/1535635/0001079973-18-000043-index.html
140115,15357,CHASE GENERAL CORP,10-Q,2018-02-12,edgar/data/15357/0001144204-18-007185.txt,edgar/data/15357/0001144204-18-007185-index.html
140615,1537258,AIRBORNE WIRELESS NETWORK,10-Q,2018-01-09,edgar/data/1537258/0001640334-18-000052.txt,edgar/data/1537258/0001640334-18-000052-index.html
140730,1537561,"Arch Therapeutics, Inc.",10-Q,2018-02-01,edgar/data/1537561/0001144204-18-005155.txt,edgar/data/1537561/0001144204-18-005155-index.html
140826,1537917,"TYME TECHNOLOGIES, INC.",10-Q,2018-02-07,edgar/data/1537917/0001193125-18-034069.txt,edgar/data/1537917/0001193125-18-034069-index.html
140887,1538263,"HomeTrust Bancshares, Inc.",10-Q,2018-02-09,edgar/data/1538263/0001538263-18-000011.txt,edgar/data/1538263/0001538263-18-000011-index.html
141277,1539680,HAMMER FIBER OPTICS HOLDINGS CORP,10-Q,2018-03-26,edgar/data/1539680/0001078782-18-000338.txt,edgar/data/1539680/0001078782-18-000338-index.html
141290,1539778,Velt International Group Inc.,10-Q,2018-02-12,edgar/data/1539778/0001213900-18-001587.txt,edgar/data/1539778/0001213900-18-001587-index.html
141377,1539892,COMMITTED CAPITAL ACQUISITION Corp II,10-Q,2018-01-19,edgar/data/1539892/0001615774-18-000433.txt,edgar/data/1539892/0001615774-18-000433-index.html
141465,1540159,"Stellar Biotechnologies, Inc.",10-Q,2018-02-07,edgar/data/1540159/0001144204-18-006323.txt,edgar/data/1540159/0001144204-18-006323-index.html
142630,1543066,E-WASTE CORP.,10-Q,2018-01-16,edgar/data/1543066/0001161697-18-000048.txt,edgar/data/1543066/0001161697-18-000048-index.html
143006,1544400,American Oil & Gas Inc.,10-Q,2018-02-08,edgar/data/1544400/0001165527-18-000023.txt,edgar/data/1544400/0001165527-18-000023-index.html
143112,1544861,"Nostalgia Family Brands, Inc.",10-Q,2018-01-26,edgar/data/1544861/0001477932-18-000511.txt,edgar/data/1544861/0001477932-18-000511-index.html
143113,1544861,"Nostalgia Family Brands, Inc.",10-Q,2018-03-23,edgar/data/1544861/0001477932-18-001431.txt,edgar/data/1544861/0001477932-18-001431-index.html
143114,1544861,"Nostalgia Family Brands, Inc.",10-Q,2018-03-23,edgar/data/1544861/0001477932-18-001433.txt,edgar/data/1544861/0001477932-18-001433-index.html
143115,1544861,"Nostalgia Family Brands, Inc.",10-Q,2018-03-23,edgar/data/1544861/0001477932-18-001435.txt,edgar/data/1544861/0001477932-18-001435-index.html
143191,1545232,Aim Exploration Inc.,10-Q,2018-01-22,edgar/data/1545232/0001663577-18-000037.txt,edgar/data/1545232/0001663577-18-000037-index.html
143207,1545312,GMCI Corp.,10-Q,2018-01-09,edgar/data/1545312/0001594062-18-000003.txt,edgar/data/1545312/0001594062-18-000003-index.html
143469,1546392,Gawk Inc.,10-Q,2018-02-02,edgar/data/1546392/0001640334-18-000224.txt,edgar/data/1546392/0001640334-18-000224-index.html
143470,1546392,Gawk Inc.,10-Q,2018-03-14,edgar/data/1546392/0001640334-18-000457.txt,edgar/data/1546392/0001640334-18-000457-index.html
143471,1546392,Gawk Inc.,10-Q,2018-03-14,edgar/data/1546392/0001640334-18-000459.txt,edgar/data/1546392/0001640334-18-000459-index.html
143579,1546679,"MOBETIZE, CORP.",10-Q,2018-02-12,edgar/data/1546679/0001607062-18-000055.txt,edgar/data/1546679/0001607062-18-000055-index.html
143603,1546853,"Skkynet Cloud Systems, Inc.",10-Q,2018-03-15,edgar/data/1546853/0001477932-18-001319.txt,edgar/data/1546853/0001477932-18-001319-index.html
143724,1547459,"Natural Grocers by Vitamin Cottage, Inc.",10-Q,2018-02-01,edgar/data/1547459/0001437749-18-001480.txt,edgar/data/1547459/0001437749-18-001480-index.html
144505,1550053,"Grand Perfecta, Inc.",10-Q,2018-03-14,edgar/data/1550053/0001683168-18-000666.txt,edgar/data/1550053/0001683168-18-000666-index.html
144673,1550518,Cantabio Pharmaceuticals Inc.,10-Q,2018-02-20,edgar/data/1550518/0001654954-18-001710.txt,edgar/data/1550518/0001654954-18-001710-index.html
144689,1550603,"MALVERN BANCORP, INC.",10-Q,2018-02-09,edgar/data/1550603/0001615774-18-000996.txt,edgar/data/1550603/0001615774-18-000996-index.html
144759,1550737,"Sector 5, Inc.",10-Q,2018-02-15,edgar/data/1550737/0001477932-18-000873.txt,edgar/data/1550737/0001477932-18-000873-index.html
144760,1550737,"Sector 5, Inc.",10-Q,2018-02-15,edgar/data/1550737/0001477932-18-000875.txt,edgar/data/1550737/0001477932-18-000875-index.html
144761,1550737,"Sector 5, Inc.",10-Q,2018-02-15,edgar/data/1550737/0001477932-18-000877.txt,edgar/data/1550737/0001477932-18-000877-index.html
144779,1550913,"MacKenzie Realty Capital, Inc.",10-Q,2018-02-14,edgar/data/1550913/0001550913-18-000010.txt,edgar/data/1550913/0001550913-18-000010-index.html
145128,1551739,"Hamilton Bancorp, Inc.",10-Q,2018-02-14,edgar/data/1551739/0001437749-18-002592.txt,edgar/data/1551739/0001437749-18-002592-index.html
145161,1551887,VGRAB COMMUNICATIONS INC.,10-Q,2018-03-16,edgar/data/1551887/0001393905-18-000103.txt,edgar/data/1551887/0001393905-18-000103-index.html
145350,1552164,AVRA INC.,10-Q,2018-02-21,edgar/data/1552164/0001552164-18-000005.txt,edgar/data/1552164/0001552164-18-000005-index.html
145834,1553404,Pacific Green Technologies Inc.,10-Q,2018-02-20,edgar/data/1553404/0001213900-18-002046.txt,edgar/data/1553404/0001213900-18-002046-index.html
145870,1553643,"RELMADA THERAPEUTICS, INC.",10-Q,2018-02-12,edgar/data/1553643/0001213900-18-001597.txt,edgar/data/1553643/0001213900-18-001597-index.html
145889,1553734,"Environmental Packaging Technologies Holdings, Inc.",10-Q,2018-03-16,edgar/data/1553734/0001654954-18-002666.txt,edgar/data/1553734/0001654954-18-002666-index.html
145890,1553734,"Environmental Packaging Technologies Holdings, Inc.",10-Q,2018-03-16,edgar/data/1553734/0001654954-18-002668.txt,edgar/data/1553734/0001654954-18-002668-index.html
146494,1556148,"Infor, Inc.",10-Q,2018-03-19,edgar/data/1556148/0001193125-18-086166.txt,edgar/data/1556148/0001193125-18-086166-index.html
146758,1556801,"DIAMANTE MINERALS, INC.",10-Q,2018-03-02,edgar/data/1556801/0001640334-18-000416.txt,edgar/data/1556801/0001640334-18-000416-index.html
